Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2016-164784,05-01-2016,05-04-2016,First Class,HF-14995,Consumer,Memphis,Tennessee,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,,3.0,,-142.071
CA-2016-164784,05-01-2016,05-04-2016,First Class,HF-14995,Consumer,Memphis,Tennessee,South,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742,2.0,,-2.0108
CA-2016-111794,10-01-2016,10-01-2016,Same Day,HG-15025,Consumer,Amarillo,Texas,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,3.0,,20.8719
CA-2016-111794,10-01-2016,10-01-2016,Same Day,HG-15025,Consumer,Amarillo,Texas,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,28.352,1.0,0.2,9.5688
US-2015-139759,8/25/2015,8/30/2015,Standard Class,NL-18310,Home Office,Los Angeles,California,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",40.784,1.0,,4.5882
US-2015-139759,8/25/2015,8/30/2015,Standard Class,NL-18310,Home Office,Los Angeles,California,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,105.96,4.0,,29.6688
CA-2014-126403,09-09-2014,09-12-2014,Second Class,RR-19525,Corporate,Lowell,Massachusetts,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,3.0,,79.8912
CA-2014-126403,09-09-2014,09-12-2014,Second Class,RR-19525,Corporate,Lowell,Massachusetts,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,785.88,6.0,,212.1876
CA-2014-126403,09-09-2014,09-12-2014,Second Class,RR-19525,Corporate,Lowell,Massachusetts,East,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,26.2,2.0,,12.838
CA-2014-126403,09-09-2014,09-12-2014,Second Class,RR-19525,Corporate,Lowell,Massachusetts,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5.0,,238.653
CA-2017-136875,12-03-2017,12-03-2017,Same Day,TC-21295,Consumer,San Diego,California,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,166.44,3.0,0.0,79.8912
CA-2017-132185,11/27/2017,12-02-2017,Standard Class,DB-13615,Consumer,Asheville,North Carolina,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,8.76,5.0,,0.7665
CA-2017-132185,11/27/2017,12-02-2017,Standard Class,DB-13615,Consumer,Asheville,North Carolina,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,43.584,1.0,,4.3584
US-2014-160780,6/21/2014,6/21/2014,Same Day,SV-20785,Consumer,Pueblo,Colorado,West,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,7.0,,-8.1312
US-2014-160780,6/21/2014,6/21/2014,Same Day,SV-20785,Consumer,Pueblo,Colorado,West,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",25.164,2.0,,-16.776
CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115,Home Office,Jackson,Michigan,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,14.4,5.0,0.0,7.056
CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115,Home Office,Jackson,Michigan,Central,TEC-AC-10002049,,Accessories,Logitech G19 Programmable Gaming Keyboard,,3.791417371570043,,111.591
CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115,Home Office,Jackson,Michigan,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",89.52,4.0,0.0,42.0744
CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115,Home Office,Jackson,Michigan,Central,TEC-MA-10002981,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973,3.0,,152.0883
CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115,Home Office,Jackson,Michigan,Central,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,1.0,,49.497
CA-2017-137085,6/29/2017,07-06-2017,Standard Class,CT-11995,Consumer,Los Angeles,California,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,312.552,9.0,,101.5794
CA-2016-133123,09-06-2016,09-11-2016,Standard Class,KB-16315,Consumer,Thomasville,North Carolina,South,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952,3.0,,29.985
CA-2016-133123,09-06-2016,09-11-2016,Standard Class,KB-16315,Consumer,Thomasville,North Carolina,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204,2.0,,-2.4564
US-2016-128195,08-04-2016,08-05-2016,First Class,RA-19285,Consumer,Peoria,Illinois,Central,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98,5.0,,-6.567
CA-2015-153220,11-12-2015,11/14/2015,First Class,YC-21895,Corporate,Los Angeles,California,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7,5.0,,7.065
CA-2014-123064,6/30/2014,07-02-2014,First Class,RA-19915,Consumer,Chicago,Illinois,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,,4.0,,1.64
CA-2017-156412,12-04-2017,12-08-2017,Standard Class,CM-12160,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,5.346,3.0,,-4.455
US-2016-144211,8/28/2016,09-02-2016,Standard Class,CS-12130,Consumer,Englewood,Colorado,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,3.0,,5.6115
US-2016-144211,8/28/2016,09-02-2016,Standard Class,CS-12130,Consumer,Englewood,Colorado,West,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,3.0,,8.1432
CA-2016-138079,1/22/2016,1/28/2016,Standard Class,AJ-10795,Corporate,Seattle,Washington,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",109.9,5.0,0.0,37.366
CA-2014-143182,10/15/2014,10/20/2014,Standard Class,DL-12865,Consumer,Hialeah,Florida,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384,1.0,,4.0383
CA-2016-161662,02-07-2016,02-09-2016,First Class,BE-11410,Consumer,Lancaster,Ohio,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.352,2.0,0.2,10.6232
CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Home Office,Jacksonville,Florida,South,TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,821.3,4.0,,-16.426
CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Home Office,Jacksonville,Florida,South,TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,,6.0,,-1811.0784
CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Home Office,Jacksonville,Florida,South,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,21.376,4.0,,7.4816
CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Home Office,Jacksonville,Florida,South,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,3.0,,1.002
CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Home Office,Jacksonville,Florida,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",30.768,2.0,,8.0766
CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Home Office,Jacksonville,Florida,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,,3.0,,5.9175
CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Home Office,Jacksonville,Florida,South,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",122.352,3.0,,15.294
CA-2014-143413,5/24/2014,5/30/2014,Standard Class,RP-19390,Consumer,Baltimore,Maryland,East,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,116.28,3.0,0.0,56.9772
CA-2017-156818,07-11-2017,7/13/2017,Second Class,JD-16015,Consumer,New York City,New York,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,132.6,6.0,,17.238
CA-2017-155873,6/16/2017,6/21/2017,Standard Class,AB-10255,Home Office,Carlsbad,New Mexico,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,16.68,2.0,,4.3368
CA-2017-155873,6/16/2017,6/21/2017,Standard Class,AB-10255,Home Office,Carlsbad,New Mexico,West,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,19.44,3.0,,9.3312
CA-2017-155873,6/16/2017,6/21/2017,Standard Class,AB-10255,Home Office,Carlsbad,New Mexico,West,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,192.16,4.0,,92.2368
CA-2015-121797,1/30/2015,02-06-2015,Standard Class,CC-12145,Consumer,Los Angeles,California,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",227.36,7.0,0.0,81.8496
CA-2015-121797,1/30/2015,02-06-2015,Standard Class,CC-12145,Consumer,Los Angeles,California,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,3.0,,215.9973
US-2015-120572,12-11-2015,12/15/2015,Standard Class,GH-14425,Consumer,Jacksonville,Florida,South,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828,2.0,,-8.9796
CA-2017-132430,10-09-2017,10-11-2017,First Class,CP-12085,Corporate,Lakewood,Ohio,East,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,45.888,4.0,0.2,9.1776
CA-2017-146031,7/29/2017,08-01-2017,Second Class,GM-14440,Consumer,Troy,New York,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,60.12,9.0,0.0,22.2444
CA-2014-110100,4/25/2014,4/29/2014,Standard Class,LC-16885,Consumer,Wilmington,North Carolina,South,TEC-PH-10004531,Technology,Phones,AT&T CL2909,302.376,3.0,0.2,37.797
CA-2015-103723,12-01-2015,12-06-2015,Standard Class,BT-11305,Home Office,Seattle,Washington,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,13.9,5.0,,5.56
CA-2014-127187,12-04-2014,12-08-2014,Standard Class,CP-12085,Corporate,New York City,New York,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,2.0,,62.3904
CA-2017-128475,8/26/2017,09-01-2017,Standard Class,SC-20680,Home Office,Columbus,Georgia,South,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2.0,,15.1158
CA-2014-100006,09-07-2014,9/13/2014,Standard Class,DK-13375,Consumer,New York City,New York,East,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,377.97,3.0,0.0,109.6113
CA-2017-144827,12/21/2017,12/27/2017,Standard Class,SE-20110,Consumer,Costa Mesa,California,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",124.36,2.0,,33.5772
CA-2014-110030,12-06-2014,12-08-2014,Second Class,LF-17185,Consumer,Houston,Texas,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3.0,,-14.3856
CA-2014-121286,11-04-2014,11-08-2014,Second Class,ON-18715,Corporate,Cary,North Carolina,South,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,3.0,,2.7222
CA-2014-121286,11-04-2014,11-08-2014,Second Class,ON-18715,Corporate,Cary,North Carolina,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,5.0,,5.096
CA-2016-164735,4/14/2016,4/19/2016,Second Class,TB-21400,Consumer,Alexandria,Virginia,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.2,5.0,,12.18
CA-2014-153479,10-04-2014,10-08-2014,Standard Class,DF-13135,Consumer,Vallejo,California,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,14.45,5.0,,6.7915
CA-2014-153479,10-04-2014,10-08-2014,Standard Class,DF-13135,Consumer,Vallejo,California,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.648,2.0,,31.0856
CA-2017-149888,11-07-2017,11/13/2017,Standard Class,EP-13915,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,359.97,5.0,,-71.994
CA-2017-149888,11-07-2017,11/13/2017,Standard Class,EP-13915,Consumer,Philadelphia,Pennsylvania,East,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,350.352,4.0,,-140.1408
CA-2017-119193,12/22/2017,12/24/2017,First Class,SK-19990,Consumer,Toledo,Ohio,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,1.641,1.0,,-1.3128
CA-2017-119193,12/22/2017,12/24/2017,First Class,SK-19990,Consumer,Toledo,Ohio,East,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,629.958,7.0,,94.4937
CA-2017-104801,2/13/2017,2/19/2017,Standard Class,FH-14350,Consumer,Seattle,Washington,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,6.63,3.0,,1.7901
CA-2017-104801,2/13/2017,2/19/2017,Standard Class,FH-14350,Consumer,Seattle,Washington,West,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96,4.0,,343.9828
CA-2017-104801,2/13/2017,2/19/2017,Standard Class,FH-14350,Consumer,Seattle,Washington,West,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53,1.0,0.0,21.506
CA-2014-107594,07-02-2014,07-06-2014,Standard Class,EH-13945,Consumer,Plainfield,New Jersey,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",,2.0,,19.9746
CA-2014-107594,07-02-2014,07-06-2014,Standard Class,EH-13945,Consumer,Plainfield,New Jersey,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58,1.0,0.0,2.1762
CA-2015-129770,2/21/2015,2/23/2015,Second Class,JE-15715,Consumer,Las Cruces,New Mexico,West,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,49.12,4.0,0.0,23.0864
CA-2015-115798,11/13/2015,11/19/2015,Standard Class,KL-16645,Consumer,Newark,Delaware,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,377.97,3.0,,94.4925
CA-2015-115798,11/13/2015,11/19/2015,Standard Class,KL-16645,Consumer,Newark,Delaware,East,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",42.28,7.0,,19.8716
CA-2015-115798,11/13/2015,11/19/2015,Standard Class,KL-16645,Consumer,Newark,Delaware,East,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,299.97,3.0,,56.9943
CA-2015-115798,11/13/2015,11/19/2015,Standard Class,KL-16645,Consumer,Newark,Delaware,East,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98,2.0,0.0,43.1904
CA-2017-122707,4/16/2017,4/18/2017,First Class,EB-13750,Corporate,Hoover,Alabama,South,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,477.24,4.0,0.0,9.5448
CA-2017-122707,4/16/2017,4/18/2017,First Class,EB-13750,Corporate,Hoover,Alabama,South,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98,2.0,,1.5588
CA-2016-165015,2/25/2016,2/27/2016,Second Class,BD-11725,Consumer,Newark,Ohio,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,46.72,5.0,,17.52
CA-2014-149244,11-04-2014,11-08-2014,Standard Class,MS-17530,Consumer,San Diego,California,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2.0,,13.4292
CA-2015-140144,6/20/2015,6/25/2015,Second Class,SC-20770,Corporate,San Francisco,California,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64,6.0,,100.4796
CA-2015-140144,6/20/2015,6/25/2015,Second Class,SC-20770,Corporate,San Francisco,California,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,125.976,3.0,0.2,47.241
CA-2017-163321,08-07-2017,08-11-2017,Second Class,FM-14380,Consumer,Jacksonville,North Carolina,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,79.992,1.0,0.2,21.9978
CA-2014-155887,05-12-2014,5/17/2014,Standard Class,KT-16480,Consumer,Franklin,Massachusetts,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056,3.0,,-130.0104
US-2015-165449,11/22/2015,11/26/2015,Standard Class,AP-10720,Home Office,Frisco,Texas,Central,TEC-AC-10004127,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,27.168,4.0,0.2,-1.3584
CA-2015-110247,12-04-2015,12-08-2015,Standard Class,RH-19555,Consumer,Tallahassee,Florida,South,OFF-BI-10001553,,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,,3.791417371570043,,-6.0324
US-2014-141257,06-08-2014,6/14/2014,Standard Class,CS-11950,Consumer,Seattle,Washington,West,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552,3.0,,73.194
CA-2014-154669,08-08-2014,08-11-2014,Second Class,TM-21010,Consumer,Vacaville,California,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28,11.0,,110.0528
CA-2014-158029,5/26/2014,5/30/2014,Standard Class,HF-14995,Consumer,Los Angeles,California,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.296,2.0,,22.5296
CA-2015-155306,4/17/2015,4/21/2015,Standard Class,GA-14515,Consumer,San Francisco,California,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56,2.0,,2.224
CA-2015-155306,4/17/2015,4/21/2015,Standard Class,GA-14515,Consumer,San Francisco,California,West,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,3.0,,129.348
CA-2015-155306,4/17/2015,4/21/2015,Standard Class,GA-14515,Consumer,San Francisco,California,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96,5.0,,68.5965
CA-2015-155306,4/17/2015,4/21/2015,Standard Class,GA-14515,Consumer,San Francisco,California,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1447.65,5.0,,419.8185
CA-2015-155306,4/17/2015,4/21/2015,Standard Class,GA-14515,Consumer,San Francisco,California,West,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,11.96,2.0,,5.8604
CA-2016-127775,06-11-2016,6/13/2016,Second Class,ES-14020,Consumer,New York City,New York,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3.0,,71.991
CA-2016-146171,03-11-2016,3/15/2016,Standard Class,JP-16135,Home Office,Columbus,Georgia,South,FUR-FU-10004270,,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",,3.791417371570043,,31.5372
CA-2016-146171,03-11-2016,3/15/2016,Standard Class,JP-16135,Home Office,Columbus,Georgia,South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,481.32,4.0,,125.1432
CA-2014-129574,5/26/2014,5/29/2014,First Class,Dp-13240,Home Office,Murray,Utah,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,5.0,,23.232
CA-2017-126536,10-12-2017,10/14/2017,First Class,NK-18490,Home Office,San Francisco,California,West,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.99,1.0,,0.4356
CA-2017-126536,10-12-2017,10/14/2017,First Class,NK-18490,Home Office,San Francisco,California,West,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,101.84,5.0,,36.917
CA-2017-165757,6/22/2017,6/28/2017,Standard Class,PL-18925,Home Office,Philadelphia,Pennsylvania,East,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,10.332,3.0,,-7.5768
CA-2017-165757,6/22/2017,6/28/2017,Standard Class,PL-18925,Home Office,Philadelphia,Pennsylvania,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,31.155,5.0,,-23.8855
CA-2017-165757,6/22/2017,6/28/2017,Standard Class,PL-18925,Home Office,Philadelphia,Pennsylvania,East,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.928,2.0,,0.6696
CA-2017-167752,1/15/2017,1/18/2017,First Class,RW-19690,Consumer,Philadelphia,Pennsylvania,East,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,34.384,1.0,,3.8682
CA-2017-167752,1/15/2017,1/18/2017,First Class,RW-19690,Consumer,Philadelphia,Pennsylvania,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,8.0,,312.676
US-2015-122140,04-02-2015,04-07-2015,Standard Class,MO-17950,Consumer,Dallas,Texas,Central,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.192,2.0,0.8,-80.48
US-2015-122140,04-02-2015,04-07-2015,Standard Class,MO-17950,Consumer,Dallas,Texas,Central,TEC-AC-10003038,,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,,3.791417371570043,,-0.6265
US-2015-122140,04-02-2015,04-07-2015,Standard Class,MO-17950,Consumer,Dallas,Texas,Central,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,,3.0,,1.7991
CA-2016-163986,09-03-2016,09-10-2016,Standard Class,JJ-15445,Consumer,Waukesha,Wisconsin,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,54.5,5.0,,14.17
CA-2017-158967,12-10-2017,12-12-2017,First Class,BT-11680,Consumer,Fort Lauderdale,Florida,South,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,19.104,3.0,,5.7312
CA-2016-131576,11/22/2016,11/26/2016,Standard Class,RD-19585,Consumer,Detroit,Michigan,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,49.44,3.0,,24.2256
CA-2017-143455,11-11-2017,11/18/2017,Standard Class,ML-17755,Home Office,Springfield,Ohio,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,10.368,2.0,,3.6288
CA-2016-144729,10/21/2016,10/25/2016,Standard Class,JE-15745,Consumer,San Diego,California,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3.0,,1.5444
CA-2015-127019,12/21/2015,12/25/2015,Standard Class,ER-13855,Corporate,Colorado Springs,Colorado,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,60.984,7.0,,4.5738
CA-2015-138534,7/17/2015,7/19/2015,Second Class,JM-15535,Consumer,Bakersfield,California,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",,2.0,,-13.7976
CA-2017-108322,4/30/2017,05-05-2017,Standard Class,SS-20140,Corporate,Pompano Beach,Florida,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,23.68,8.0,,6.216
CA-2017-108322,4/30/2017,05-05-2017,Standard Class,SS-20140,Corporate,Pompano Beach,Florida,South,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.376,3.0,0.2,0.7425
CA-2017-167668,05-06-2017,05-08-2017,First Class,TC-21295,Consumer,New York City,New York,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,59.2,4.0,,29.6
CA-2017-146724,11/20/2017,11/27/2017,Standard Class,HG-15025,Consumer,Lakeville,Minnesota,Central,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",22.0,10.0,,9.68
CA-2016-139878,11-11-2016,11/16/2016,Standard Class,LD-17005,Consumer,Detroit,Michigan,Central,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98,2.0,0.0,74.8142
US-2016-106677,11-05-2016,11-10-2016,Standard Class,AS-10285,Corporate,Philadelphia,Pennsylvania,East,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.988,2.0,,-15.992
CA-2016-116974,10-09-2016,10/15/2016,Standard Class,MP-17965,Corporate,Troy,Ohio,East,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,4.0,,-15.5844
CA-2015-149972,9/21/2015,9/23/2015,First Class,CD-12790,Home Office,Los Angeles,California,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,601.536,4.0,,0.0
CA-2015-149972,9/21/2015,9/23/2015,First Class,CD-12790,Home Office,Los Angeles,California,West,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9,2.0,0.0,2.528
US-2014-117744,12-02-2014,12-06-2014,Standard Class,MD-17860,Corporate,Corpus Christi,Texas,Central,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5.0,,-24.803
US-2014-117744,12-02-2014,12-06-2014,Standard Class,MD-17860,Corporate,Corpus Christi,Texas,Central,OFF-AR-10000940,Office Supplies,Art,Newell 343,16.464,7.0,,1.4406
US-2014-117744,12-02-2014,12-06-2014,Standard Class,MD-17860,Corporate,Corpus Christi,Texas,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,5.0,,-23.976
CA-2014-125514,9/21/2014,9/22/2014,First Class,BM-11650,Corporate,Omaha,Nebraska,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,25.96,2.0,0.0,7.5284
CA-2014-125514,9/21/2014,9/22/2014,First Class,BM-11650,Corporate,Omaha,Nebraska,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,3.0,,10.881
CA-2014-125514,9/21/2014,9/22/2014,First Class,BM-11650,Corporate,Omaha,Nebraska,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1.0,,3.1104
